,RAPE,LARCENY,BURGLARY,LARCENY FROM AUTO,AGG. ASSAULT,COMMON ASSAULT,AUTO THEFT,ROBBERY - STREET,ROBBERY - COMMERCIAL,ROBBERY - RESIDENCE,HOMICIDE,SHOOTING,ROBBERY - CARJACKING,ARSON
2017-07-04,1.0,29,10,14,15,39,12,7,2,1,0.0,0,3.0,6.0
2017-07-05,2.0,28,24,14,29,19,10,12,4,1,4.0,2,1.0,0.0
2017-07-06,1.0,30,24,18,13,15,22,9,3,0,2.0,3,1.0,1.0
2017-07-07,0.0,33,17,16,21,32,14,7,7,1,1.0,5,3.0,0.0
2017-07-08,2.0,11,16,10,17,20,21,2,1,1,0.0,4,4.0,0.0
2017-07-09,0.0,21,24,20,13,21,9,8,1,4,0.0,0,5.0,2.0
2017-07-10,0.0,40,18,26,12,24,10,15,6,1,0.0,2,2.0,1.0
2017-07-11,1.0,42,18,25,18,17,16,9,2,1,0.0,1,1.0,0.0
2017-07-12,1.0,39,17,24,21,22,7,15,5,5,1.0,2,3.0,1.0
2017-07-13,1.0,43,19,18,17,32,11,8,4,1,1.0,4,1.0,1.0
2017-07-14,3.0,56,25,17,17,22,13,15,1,1,2.0,6,4.0,0.0
2017-07-15,0.0,35,21,12,16,21,14,16,4,0,0.0,3,5.0,5.0
2017-07-16,1.0,22,9,24,17,34,13,7,5,1,0.0,4,2.0,0.0
2017-07-17,0.0,27,26,11,20,24,16,10,6,9,1.0,2,3.0,0.0
2017-07-18,0.0,29,26,11,15,16,15,16,6,1,1.0,4,2.0,0.0
2017-07-19,3.0,34,28,20,10,24,13,10,2,12,1.0,3,2.0,0.0
2017-07-20,1.0,32,29,13,24,26,11,4,4,0,0.0,2,4.0,1.0
2017-07-21,1.0,39,27,19,17,23,11,16,4,1,2.0,4,2.0,0.0
2017-07-22,1.0,20,16,17,18,32,16,9,1,1,1.0,3,6.0,0.0
2017-07-23,0.0,29,27,13,27,31,14,15,5,3,1.0,3,3.0,2.0
2017-07-24,2.0,38,19,25,16,18,15,11,6,1,2.0,3,3.0,0.0
2017-07-25,1.0,45,31,23,15,23,7,12,4,3,3.0,2,3.0,3.0
2017-07-26,0.0,29,20,20,8,20,12,12,3,0,1.0,2,3.0,0.0
2017-07-27,0.0,29,18,22,17,26,16,5,4,0,1.0,1,0.0,0.0
2017-07-28,1.0,28,37,20,11,18,13,11,1,1,1.0,2,1.0,0.0
2017-07-29,3.0,39,20,12,25,19,11,9,2,1,1.0,2,2.0,2.0
2017-07-30,3.0,33,24,14,16,32,8,12,4,1,1.0,3,2.0,1.0
2017-07-31,2.0,46,34,12,16,22,12,10,2,0,0.0,0,1.0,0.0
2017-08-01,3.0,32,28,21,18,25,10,11,4,2,2.0,0,2.0,0.0
2017-08-02,0.0,41,25,13,20,16,13,10,1,2,2.0,4,1.0,2.0
2017-08-03,1.0,36,26,17,18,26,16,16,3,2,0.0,3,4.0,0.0
2017-08-04,0.0,48,21,14,12,11,8,10,3,1,0.0,0,1.0,1.0
2017-08-05,0.0,37,16,17,18,26,9,10,0,1,2.0,1,1.0,0.0
2017-08-06,3.0,26,22,27,17,36,10,6,2,2,0.0,3,2.0,1.0
2017-08-07,2.0,30,25,20,12,16,10,9,4,1,1.0,2,0.0,0.0
2017-08-08,5.0,44,22,16,13,19,8,6,3,2,2.0,2,1.0,1.0
2017-08-09,2.0,31,17,16,20,25,13,10,5,1,0.0,1,4.0,1.0
2017-08-10,1.0,33,28,20,23,18,12,9,4,0,1.0,4,1.0,0.0
2017-08-11,1.0,33,19,25,20,21,8,4,5,2,3.0,2,1.0,1.0
2017-08-12,0.0,40,19,38,7,35,10,6,5,3,1.0,0,0.0,0.0
2017-08-13,2.0,41,12,22,23,34,14,17,2,6,0.0,3,0.0,1.0
2017-08-14,1.0,30,26,25,21,19,13,15,3,4,1.0,6,3.0,1.0
2017-08-15,0.0,29,23,29,17,26,8,7,3,3,0.0,4,2.0,0.0
2017-08-16,1.0,37,31,18,20,24,8,15,3,0,1.0,1,1.0,0.0
2017-08-17,1.0,25,42,15,11,27,14,11,1,0,2.0,2,2.0,0.0
2017-08-18,1.0,36,30,14,10,18,10,5,4,0,0.0,0,0.0,0.0
2017-08-19,3.0,23,28,10,17,12,16,12,4,0,2.0,1,3.0,3.0
2017-08-20,1.0,26,20,9,19,23,10,21,2,4,0.0,0,1.0,2.0
2017-08-21,1.0,26,29,26,19,20,11,10,6,3,1.0,8,1.0,0.0
2017-08-22,2.0,41,26,18,21,30,16,12,2,4,2.0,1,2.0,1.0
2017-08-23,1.0,32,30,14,16,19,12,6,4,4,0.0,4,1.0,0.0
2017-08-24,2.0,36,29,12,20,13,12,7,7,1,0.0,4,1.0,2.0
2017-08-25,1.0,40,24,23,22,19,16,8,1,1,2.0,2,2.0,0.0
2017-08-26,1.0,27,19,27,11,31,13,17,8,1,1.0,2,1.0,3.0
2017-08-27,0.0,31,34,17,22,24,17,14,1,3,0.0,4,2.0,1.0
2017-08-28,3.0,28,17,18,17,17,7,10,2,3,1.0,2,2.0,1.0
2017-08-29,1.0,16,19,23,13,22,12,11,3,1,0.0,2,4.0,1.0
2017-08-30,0.0,28,24,19,12,20,13,12,2,0,4.0,2,3.0,4.0
2017-08-31,1.0,42,26,22,7,23,8,15,4,3,0.0,1,2.0,0.0
2017-09-01,3.0,33,30,11,17,18,11,14,0,1,0.0,1,1.0,2.0
2017-09-02,2.0,24,17,16,19,20,8,7,2,2,2.0,2,0.0,2.0
2017-09-03,0.0,20,15,14,17,28,17,10,0,2,0.0,2,1.0,0.0
2017-09-04,1.0,21,28,21,8,30,13,12,2,1,4.0,1,1.0,0.0
2017-09-05,0.0,25,22,11,20,15,11,14,2,1,1.0,2,0.0,0.0
2017-09-06,0.0,29,20,14,11,18,8,8,1,1,1.0,0,2.0,1.0
2017-09-07,1.0,39,14,10,15,19,13,14,2,1,0.0,1,1.0,0.0
2017-09-08,1.0,47,21,16,11,24,11,10,4,1,1.0,1,1.0,0.0
2017-09-09,1.0,33,23,13,20,19,13,13,2,1,0.0,4,1.0,1.0
2017-09-10,2.0,14,25,16,15,32,15,11,2,1,0.0,0,3.0,1.0
2017-09-11,3.0,34,29,25,14,19,9,11,4,2,1.0,2,1.0,3.0
2017-09-12,0.0,29,24,11,19,16,12,8,4,1,0.0,6,1.0,0.0
2017-09-13,2.0,33,19,14,14,19,9,10,7,3,2.0,1,2.0,3.0
2017-09-14,1.0,40,26,16,9,15,9,12,3,1,0.0,0,3.0,0.0
2017-09-15,0.0,34,23,15,17,25,23,15,7,0,0.0,3,0.0,0.0
2017-09-16,0.0,30,14,11,25,32,7,20,3,2,1.0,4,0.0,0.0
2017-09-17,0.0,24,15,27,25,27,11,12,5,1,1.0,1,2.0,0.0
2017-09-18,2.0,37,33,16,13,21,18,19,7,1,0.0,3,2.0,1.0
2017-09-19,0.0,32,22,16,21,29,12,12,2,2,1.0,1,1.0,0.0
2017-09-20,0.0,35,32,15,12,23,8,12,5,0,1.0,2,0.0,0.0
2017-09-21,0.0,36,19,15,14,26,15,19,0,1,1.0,1,2.0,0.0
2017-09-22,0.0,38,33,15,18,27,16,16,2,2,1.0,2,2.0,1.0
2017-09-23,2.0,32,21,25,19,28,15,20,5,0,3.0,0,1.0,0.0
2017-09-24,1.0,30,23,15,26,27,12,7,2,2,0.0,8,1.0,3.0
2017-09-25,0.0,37,27,26,15,27,10,12,2,2,3.0,3,1.0,2.0
2017-09-26,0.0,36,26,18,22,26,12,16,3,2,4.0,5,2.0,0.0
2017-09-27,1.0,36,30,17,21,20,10,12,6,2,1.0,3,0.0,1.0
2017-09-28,0.0,44,28,17,15,25,6,10,3,1,0.0,0,2.0,0.0
2017-09-29,0.0,31,24,20,16,31,12,9,1,0,1.0,3,0.0,0.0
2017-09-30,1.0,26,24,14,19,24,9,15,2,0,1.0,2,3.0,1.0
2017-10-01,2.0,30,16,23,20,28,11,17,1,1,2.0,2,0.0,0.0
2017-10-02,1.0,38,24,12,13,22,7,7,1,2,3.0,1,2.0,1.0
2017-10-03,2.0,34,22,16,17,24,11,11,2,2,1.0,7,1.0,1.0
2017-10-04,0.0,49,20,17,17,16,14,16,2,2,1.0,2,0.0,2.0
2017-10-05,0.0,32,49,14,23,27,13,10,3,0,1.0,6,1.0,1.0
2017-10-06,1.0,37,33,8,18,36,8,6,5,1,0.0,2,1.0,0.0
2017-10-07,0.0,30,20,11,26,35,15,6,5,4,1.0,3,2.0,1.0
2017-10-08,1.0,19,20,21,16,29,15,13,1,2,0.0,0,1.0,0.0
2017-10-09,1.0,30,33,19,19,31,15,13,1,3,0.0,4,4.0,0.0
2017-10-10,0.0,42,28,15,22,33,16,8,1,2,1.0,4,1.0,0.0
2017-10-11,1.0,34,28,20,14,23,7,17,1,0,0.0,2,5.0,0.0
2017-10-12,2.0,28,29,18,11,23,11,20,1,1,0.0,1,1.0,1.0
2017-10-13,0.0,40,37,25,16,30,7,8,4,1,3.0,1,5.0,1.0
2017-10-14,3.0,28,17,23,14,24,10,10,5,4,0.0,6,2.0,0.0
2017-10-15,1.0,21,17,22,29,20,12,12,7,1,2.0,4,2.0,1.0
2017-10-16,0.0,36,31,22,9,15,11,15,6,4,0.0,3,1.0,0.0
2017-10-17,2.0,28,25,16,17,16,8,11,7,3,1.0,5,3.0,1.0
2017-10-18,3.0,32,31,19,12,26,9,19,5,1,1.0,0,3.0,2.0
2017-10-19,1.0,27,19,22,13,20,12,10,1,3,1.0,1,0.0,0.0
2017-10-20,1.0,27,37,27,14,21,8,6,4,1,1.0,4,0.0,0.0
2017-10-21,2.0,27,30,21,15,28,16,7,2,2,0.0,2,3.0,0.0
2017-10-22,1.0,26,20,25,17,26,11,13,3,5,0.0,3,0.0,1.0
2017-10-23,0.0,39,23,13,11,37,10,13,3,3,0.0,2,2.0,0.0
2017-10-24,0.0,35,21,17,17,19,16,6,2,3,2.0,1,0.0,0.0
2017-10-25,0.0,43,39,20,18,24,18,22,4,5,0.0,6,2.0,0.0
2017-10-26,1.0,35,26,17,14,18,16,8,2,0,1.0,2,3.0,0.0
2017-10-27,1.0,36,16,23,16,27,9,7,1,0,1.0,1,1.0,0.0
2017-10-28,0.0,29,17,14,16,23,17,10,1,3,2.0,2,1.0,0.0
2017-10-29,0.0,19,24,38,27,25,13,3,8,2,1.0,2,2.0,0.0
2017-10-30,0.0,25,17,16,17,27,6,12,0,2,1.0,4,1.0,0.0
2017-10-31,2.0,45,25,17,15,25,12,26,4,0,2.0,3,1.0,0.0
2017-11-01,1.0,37,22,9,16,18,11,15,3,2,0.0,0,1.0,0.0
2017-11-02,0.0,25,21,14,14,22,15,10,2,1,3.0,0,1.0,0.0
2017-11-03,3.0,48,14,19,13,28,7,8,1,0,1.0,1,0.0,1.0
2017-11-04,2.0,17,17,17,21,30,20,13,2,1,1.0,2,0.0,1.0
2017-11-05,2.0,26,17,24,10,26,13,4,2,1,0.0,0,0.0,1.0
2017-11-06,0.0,43,25,20,13,11,13,11,2,1,1.0,2,3.0,0.0
2017-11-07,1.0,32,22,12,8,18,14,12,3,2,0.0,1,1.0,2.0
2017-11-08,1.0,33,27,20,17,25,15,7,2,1,0.0,1,2.0,1.0
2017-11-09,0.0,26,21,19,19,17,12,8,4,0,0.0,1,2.0,1.0
2017-11-10,1.0,25,27,17,16,27,7,5,4,6,0.0,0,1.0,2.0
2017-11-11,1.0,23,22,16,11,15,15,8,8,1,0.0,1,1.0,0.0
2017-11-12,1.0,28,9,26,11,21,16,8,0,4,2.0,0,1.0,0.0
2017-11-13,0.0,33,23,22,20,27,14,4,3,0,0.0,5,4.0,0.0
2017-11-14,0.0,29,19,24,14,28,13,7,6,3,3.0,3,1.0,2.0
2017-11-15,1.0,28,19,18,14,18,11,12,4,4,0.0,1,1.0,0.0
2017-11-16,0.0,37,22,12,25,24,8,16,1,1,1.0,1,3.0,0.0
2017-11-17,1.0,31,16,10,24,23,16,6,5,3,0.0,0,0.0,2.0
2017-11-18,0.0,30,20,15,13,25,15,12,6,0,0.0,1,0.0,0.0
2017-11-19,0.0,20,14,21,10,20,12,13,4,2,0.0,0,1.0,0.0
2017-11-20,0.0,31,17,18,20,21,13,15,3,1,0.0,4,3.0,2.0
2017-11-21,0.0,17,25,18,14,15,14,14,2,3,1.0,5,3.0,1.0
2017-11-22,0.0,23,38,24,5,24,18,9,2,0,0.0,1,3.0,0.0
2017-11-23,0.0,14,20,13,11,20,7,4,4,1,0.0,1,2.0,0.0
2017-11-24,0.0,28,24,28,18,22,15,18,5,2,2.0,2,2.0,0.0
2017-11-25,1.0,21,18,17,12,18,12,5,3,1,2.0,0,2.0,1.0
2017-11-26,0.0,25,20,29,11,31,20,12,5,0,0.0,1,1.0,0.0
2017-11-27,1.0,31,34,23,20,18,16,21,4,0,0.0,1,5.0,1.0
2017-11-28,1.0,22,36,19,19,21,12,9,1,3,3.0,2,1.0,0.0
2017-11-29,1.0,42,30,17,13,24,15,20,8,1,0.0,2,1.0,0.0
2017-11-30,0.0,32,23,16,12,23,9,9,5,2,3.0,0,2.0,0.0
2017-12-01,6.0,41,21,19,14,16,15,12,2,1,0.0,4,2.0,1.0
2017-12-02,2.0,36,15,9,8,22,12,10,1,1,1.0,0,1.0,0.0
2017-12-03,0.0,19,14,17,14,15,11,13,0,2,1.0,4,1.0,0.0
2017-12-04,1.0,36,35,10,16,16,9,16,2,2,0.0,2,2.0,1.0
2017-12-05,1.0,24,19,15,8,16,16,16,6,0,0.0,2,2.0,0.0
2017-12-06,0.0,23,24,28,15,19,12,17,6,1,1.0,3,1.0,1.0
2017-12-07,1.0,28,28,17,15,21,16,13,5,0,1.0,2,1.0,0.0
2017-12-08,0.0,43,24,24,5,27,15,7,6,1,0.0,1,2.0,0.0
2017-12-09,2.0,29,15,14,14,12,11,12,3,2,1.0,1,4.0,1.0
2017-12-10,2.0,27,6,27,10,26,13,3,2,4,1.0,2,2.0,0.0
2017-12-11,2.0,33,27,13,17,18,12,22,3,2,0.0,1,1.0,1.0
2017-12-12,1.0,35,30,17,13,25,17,15,2,1,1.0,2,2.0,0.0
2017-12-13,1.0,27,25,15,12,16,18,18,3,3,0.0,1,0.0,0.0
2017-12-14,1.0,28,22,15,13,19,10,8,1,1,1.0,5,1.0,0.0
2017-12-15,0.0,23,21,9,15,14,12,7,2,0,2.0,5,1.0,0.0
2017-12-16,0.0,23,18,13,6,17,17,8,2,0,0.0,1,1.0,0.0
2017-12-17,1.0,22,16,19,25,31,20,7,3,2,0.0,2,0.0,1.0
2017-12-18,1.0,32,31,16,15,29,15,18,5,0,1.0,0,0.0,0.0
2017-12-19,0.0,23,26,13,5,19,17,16,4,1,1.0,1,5.0,0.0
2017-12-20,0.0,36,29,15,12,24,13,16,2,0,1.0,0,3.0,0.0
2017-12-21,2.0,37,22,21,12,22,10,15,6,2,0.0,2,3.0,1.0
2017-12-22,1.0,39,39,17,12,22,8,12,2,0,0.0,4,2.0,0.0
2017-12-23,0.0,27,12,18,13,30,13,7,4,0,2.0,1,2.0,1.0
2017-12-24,0.0,20,21,18,16,24,10,10,0,1,1.0,0,1.0,3.0
2017-12-25,2.0,16,22,10,12,19,11,6,4,0,0.0,2,2.0,0.0
2017-12-26,1.0,24,17,17,8,15,18,6,1,2,2.0,2,3.0,0.0
2017-12-27,0.0,22,16,16,12,20,21,11,3,1,1.0,1,1.0,0.0
2017-12-28,0.0,28,12,7,5,5,16,8,4,0,1.0,1,2.0,0.0
2017-12-29,0.0,23,11,16,19,16,17,9,4,3,0.0,1,1.0,0.0
2017-12-30,1.0,20,16,5,13,19,13,3,2,2,0.0,3,1.0,0.0
2017-12-31,0.0,19,8,4,10,19,16,2,6,1,0.0,0,0.0,1.0
2018-01-01,6.0,28,16,10,10,31,10,5,1,3,2.0,2,0.0,2.0
2018-01-02,0.0,15,17,12,12,19,20,10,6,3,1.0,1,3.0,0.0
2018-01-03,1.0,28,14,8,9,22,23,12,1,1,1.0,0,5.0,0.0
2018-01-04,0.0,14,10,7,6,19,8,8,1,2,0.0,1,4.0,0.0
2018-01-05,1.0,19,22,10,8,18,14,8,0,0,0.0,0,0.0,1.0
2018-01-06,0.0,12,13,7,8,18,14,14,4,0,1.0,3,0.0,0.0
2018-01-07,2.0,20,15,9,7,18,18,7,0,1,0.0,0,5.0,0.0
2018-01-08,1.0,25,16,10,9,22,22,9,1,1,1.0,1,1.0,0.0
2018-01-09,0.0,35,19,12,3,15,20,19,4,1,0.0,0,4.0,2.0
2018-01-10,0.0,33,14,10,20,20,22,13,2,1,2.0,0,1.0,0.0
2018-01-11,0.0,27,29,14,14,18,22,9,3,3,1.0,5,3.0,0.0
2018-01-12,2.0,23,27,17,10,24,16,6,6,1,2.0,1,1.0,1.0
2018-01-13,1.0,25,20,8,25,19,8,10,2,0,0.0,3,2.0,0.0
2018-01-14,0.0,18,9,11,15,19,13,7,3,0,0.0,0,1.0,0.0
2018-01-15,4.0,23,11,13,19,17,13,14,3,1,0.0,1,3.0,0.0
2018-01-16,2.0,19,16,13,13,15,21,14,9,1,0.0,1,1.0,0.0
2018-01-17,0.0,15,20,16,10,10,9,8,4,1,0.0,1,2.0,0.0
2018-01-18,2.0,28,17,14,7,17,14,16,4,3,0.0,0,4.0,1.0
2018-01-19,2.0,29,26,17,8,25,17,2,5,1,1.0,1,0.0,1.0
2018-01-20,1.0,25,13,20,21,22,8,9,4,5,2.0,1,3.0,0.0
2018-01-21,1.0,17,15,20,19,25,5,12,3,1,2.0,2,0.0,0.0
2018-01-22,1.0,25,24,15,13,25,7,20,2,0,1.0,0,2.0,0.0
2018-01-23,0.0,30,20,10,9,19,11,8,1,1,2.0,1,0.0,0.0
2018-01-24,0.0,35,21,16,14,18,17,11,4,0,1.0,1,1.0,0.0
2018-01-25,2.0,29,27,15,14,25,8,2,6,0,1.0,0,0.0,1.0
2018-01-26,0.0,27,10,18,6,21,17,10,0,0,1.0,0,1.0,1.0
2018-01-27,3.0,20,15,19,6,33,15,11,3,1,1.0,0,2.0,0.0
2018-01-28,0.0,25,16,10,20,21,18,9,2,2,2.0,2,1.0,0.0
2018-01-29,2.0,17,26,14,10,21,13,8,4,3,0.0,3,1.0,2.0
2018-01-30,0.0,25,13,16,22,20,12,5,1,3,1.0,5,3.0,0.0
2018-01-31,2.0,22,22,0,13,19,19,10,7,1,1.0,1,2.0,0.0
2018-02-01,2.0,31,23,16,8,20,12,13,1,5,0.0,0,1.0,0.0
2018-02-02,4.0,31,14,9,11,17,17,10,3,0,0.0,1,2.0,2.0
2018-02-03,1.0,24,13,10,14,25,11,3,1,0,1.0,0,0.0,1.0
2018-02-04,2.0,17,6,10,10,16,12,7,0,0,0.0,1,3.0,1.0
2018-02-05,0.0,21,11,13,12,20,12,8,4,0,0.0,0,1.0,1.0
2018-02-06,2.0,22,22,17,17,31,18,18,2,0,0.0,2,0.0,0.0
2018-02-07,0.0,26,11,10,8,13,7,8,3,1,0.0,1,3.0,1.0
2018-02-08,0.0,23,15,11,11,21,9,11,6,1,0.0,0,2.0,1.0
2018-02-09,1.0,29,19,14,13,20,21,12,1,0,0.0,0,1.0,0.0
2018-02-10,1.0,20,11,20,12,16,12,4,1,0,0.0,3,4.0,0.0
2018-02-11,0.0,17,13,20,10,19,7,13,2,0,0.0,0,0.0,0.0
2018-02-12,3.0,20,17,21,8,15,12,20,1,1,0.0,0,1.0,0.0
2018-02-13,1.0,21,18,14,7,16,18,8,0,0,2.0,0,2.0,0.0
2018-02-14,0.0,31,12,13,14,20,10,4,2,0,0.0,0,0.0,1.0
2018-02-15,3.0,38,21,14,8,28,10,7,2,1,1.0,1,0.0,0.0
2018-02-16,2.0,24,20,22,8,22,9,5,3,4,0.0,0,3.0,2.0
2018-02-17,3.0,19,14,13,8,18,4,5,0,2,1.0,0,1.0,0.0
2018-02-18,2.0,33,7,11,6,13,11,4,3,4,0.0,1,1.0,0.0
2018-02-19,0.0,31,14,18,17,15,10,2,3,0,1.0,4,0.0,0.0
2018-02-20,1.0,27,23,12,21,16,7,7,1,2,0.0,0,1.0,0.0
2018-02-21,1.0,29,13,13,15,18,2,4,2,2,3.0,1,3.0,0.0
2018-02-22,0.0,10,15,15,10,25,9,10,1,1,0.0,0,2.0,0.0
2018-02-23,0.0,12,19,26,6,22,10,7,2,0,0.0,0,0.0,0.0
2018-02-24,0.0,14,14,14,10,17,13,3,1,0,0.0,0,1.0,1.0
2018-02-25,1.0,15,10,24,22,16,5,8,2,0,2.0,2,2.0,0.0
2018-02-26,0.0,32,23,12,12,27,5,11,0,2,2.0,2,2.0,1.0
2018-02-27,1.0,29,21,16,10,12,12,8,1,3,2.0,2,2.0,0.0
2018-02-28,1.0,19,18,17,7,23,13,10,1,1,0.0,2,2.0,1.0
2018-03-01,4.0,27,15,14,5,12,13,9,2,1,0.0,0,0.0,3.0
2018-03-02,2.0,27,15,13,14,13,4,11,1,2,0.0,1,1.0,1.0
2018-03-03,1.0,19,12,15,13,25,9,15,2,4,0.0,0,1.0,0.0
2018-03-04,0.0,22,11,13,13,21,8,4,3,5,1.0,0,0.0,0.0
2018-03-05,1.0,23,13,11,8,27,7,4,3,1,1.0,1,3.0,0.0
2018-03-06,1.0,16,15,12,14,24,9,4,2,1,0.0,1,0.0,0.0
2018-03-07,1.0,21,11,18,15,19,9,3,1,0,0.0,4,0.0,0.0
2018-03-08,0.0,20,18,15,19,17,9,8,3,1,1.0,1,0.0,0.0
2018-03-09,1.0,24,19,13,13,15,7,6,1,1,1.0,2,3.0,0.0
2018-03-10,1.0,18,14,14,11,22,14,12,2,0,1.0,2,3.0,0.0
2018-03-11,2.0,19,13,10,14,31,6,6,4,2,0.0,1,1.0,2.0
2018-03-12,0.0,24,10,19,16,26,12,13,0,4,0.0,8,2.0,2.0
2018-03-13,2.0,23,18,13,16,32,8,4,1,2,1.0,2,1.0,0.0
2018-03-14,0.0,36,10,6,12,21,5,8,2,2,0.0,1,1.0,0.0
2018-03-15,0.0,17,10,23,9,24,7,7,0,1,0.0,0,0.0,0.0
2018-03-16,2.0,29,21,15,20,27,11,4,2,1,1.0,1,2.0,0.0
2018-03-17,0.0,26,13,16,15,26,17,5,2,2,0.0,0,5.0,1.0
2018-03-18,0.0,16,13,21,21,33,4,2,3,1,1.0,6,1.0,0.0
2018-03-19,3.0,19,20,20,13,23,11,8,5,1,1.0,0,1.0,1.0
2018-03-20,0.0,24,12,15,8,13,15,4,4,1,1.0,4,2.0,0.0
2018-03-21,0.0,10,13,9,11,19,7,6,1,2,1.0,1,2.0,0.0
2018-03-22,0.0,28,22,13,12,20,14,20,6,2,0.0,0,2.0,0.0
2018-03-23,1.0,23,11,25,17,13,13,6,3,1,0.0,2,3.0,1.0
2018-03-24,0.0,21,10,11,14,21,12,13,1,4,0.0,3,0.0,0.0
2018-03-25,2.0,13,9,12,9,14,8,7,1,3,1.0,1,0.0,0.0
2018-03-26,2.0,19,5,11,12,17,12,7,0,0,0.0,0,1.0,0.0
2018-03-27,0.0,25,15,6,18,16,10,9,2,6,0.0,4,0.0,0.0
2018-03-28,2.0,24,14,18,8,23,7,5,2,4,3.0,0,0.0,0.0
2018-03-29,1.0,27,22,12,13,23,11,5,5,3,0.0,2,1.0,1.0
2018-03-30,2.0,22,23,8,19,23,18,16,1,3,0.0,4,1.0,0.0
2018-03-31,1.0,23,13,10,24,23,8,13,1,0,2.0,0,1.0,0.0
2018-04-01,1.0,31,6,7,18,18,10,6,1,2,0.0,2,0.0,0.0
2018-04-02,0.0,27,17,22,17,30,18,7,1,1,3.0,1,1.0,0.0
2018-04-03,0.0,27,14,13,13,23,6,9,2,0,0.0,2,0.0,1.0
2018-04-04,1.0,19,17,15,18,24,7,11,0,0,2.0,1,0.0,0.0
2018-04-05,1.0,35,16,14,12,22,11,14,2,3,2.0,0,0.0,0.0
2018-04-06,4.0,29,21,14,15,38,22,8,1,1,0.0,0,1.0,0.0
2018-04-07,1.0,21,7,18,15,20,8,4,2,3,3.0,2,0.0,2.0
2018-04-08,1.0,18,10,13,19,32,8,11,0,2,0.0,1,1.0,1.0
2018-04-09,1.0,27,18,16,15,19,7,15,0,2,0.0,0,2.0,0.0
2018-04-10,0.0,26,11,17,20,23,12,6,2,1,0.0,2,1.0,0.0
2018-04-11,1.0,30,24,7,15,18,9,4,2,1,0.0,1,2.0,1.0
2018-04-12,1.0,38,21,12,21,24,7,6,5,3,3.0,2,0.0,0.0
2018-04-13,1.0,39,10,12,21,17,6,10,1,3,1.0,7,0.0,0.0
2018-04-14,0.0,18,14,11,18,18,10,12,2,2,2.0,1,1.0,1.0
2018-04-15,2.0,25,18,9,9,31,10,5,2,2,1.0,0,1.0,1.0
2018-04-16,1.0,29,17,16,9,19,8,4,0,3,2.0,1,2.0,1.0
2018-04-17,1.0,24,16,8,12,42,12,13,1,0,1.0,3,2.0,1.0
2018-04-18,0.0,36,9,13,12,24,10,9,1,0,3.0,2,1.0,0.0
2018-04-19,0.0,36,15,17,19,23,12,12,2,0,1.0,3,0.0,0.0
2018-04-20,0.0,24,8,22,12,20,11,11,1,2,2.0,1,0.0,0.0
2018-04-21,0.0,16,13,9,18,24,12,7,1,1,1.0,1,0.0,1.0
2018-04-22,0.0,14,20,14,19,27,13,9,2,1,1.0,5,0.0,0.0
2018-04-23,1.0,25,10,22,19,20,7,11,1,1,0.0,2,2.0,2.0
2018-04-24,3.0,31,20,17,16,32,11,9,4,6,0.0,1,0.0,0.0
2018-04-25,0.0,36,18,10,12,21,11,10,3,1,1.0,0,2.0,0.0
2018-04-26,2.0,28,15,13,19,26,12,13,0,2,2.0,8,0.0,0.0
2018-04-27,2.0,31,24,18,32,21,14,6,4,2,0.0,4,2.0,0.0
2018-04-28,0.0,23,15,23,13,25,4,9,3,2,2.0,2,0.0,1.0
2018-04-29,0.0,28,18,13,21,22,11,8,8,1,0.0,2,0.0,1.0
2018-04-30,1.0,28,16,17,17,24,14,15,3,1,0.0,2,1.0,0.0
2018-05-01,0.0,47,13,18,14,24,10,5,2,1,1.0,0,0.0,1.0
2018-05-02,0.0,28,15,22,18,23,5,7,0,0,0.0,2,1.0,1.0
2018-05-03,0.0,25,18,10,15,31,7,5,0,6,1.0,3,1.0,0.0
2018-05-04,2.0,33,18,9,15,22,14,10,2,4,0.0,0,0.0,2.0
2018-05-05,0.0,35,12,16,16,23,5,11,1,2,1.0,3,3.0,0.0
2018-05-06,0.0,23,13,14,20,20,12,8,1,1,2.0,2,1.0,0.0
2018-05-07,2.0,33,17,12,18,32,11,5,1,1,0.0,1,0.0,0.0
2018-05-08,1.0,21,16,15,25,26,11,2,4,0,2.0,4,0.0,0.0
2018-05-09,1.0,21,6,16,15,27,9,6,1,4,1.0,0,0.0,0.0
2018-05-10,2.0,41,23,30,14,23,8,8,2,3,0.0,4,2.0,1.0
2018-05-11,2.0,45,16,15,19,29,14,13,2,0,0.0,1,3.0,0.0
2018-05-12,0.0,33,6,15,23,29,15,10,1,3,1.0,1,1.0,0.0
2018-05-13,1.0,21,13,17,13,25,9,11,1,1,0.0,0,1.0,0.0
2018-05-14,1.0,30,19,16,28,15,14,15,5,1,1.0,5,1.0,0.0
2018-05-15,3.0,38,14,23,25,30,10,8,1,0,1.0,5,3.0,0.0
2018-05-16,0.0,36,19,15,19,22,10,12,2,2,1.0,3,0.0,0.0
2018-05-17,1.0,29,14,17,12,24,4,14,3,1,0.0,1,0.0,0.0
2018-05-18,0.0,34,20,18,26,15,5,18,4,1,0.0,0,4.0,1.0
2018-05-19,0.0,22,12,13,20,26,10,9,1,2,1.0,1,1.0,1.0
2018-05-20,2.0,30,16,15,17,28,11,5,3,1,1.0,0,3.0,0.0
2018-05-21,0.0,28,17,24,15,27,11,10,2,1,0.0,1,0.0,0.0
